funny	user_id	review_id	text	business_id	stars	date	useful	cool
0	6aEUn50d3Ts7MiGu6WdpKA	5NtaW5EwXK595kP4Ynnisg	Disappointed that on yelp their hours show them open at 1030am but when you arrive they don't open until 11am. Waiting in the car to pick up a large order makes me think twice about catering from here. Don't get me wrong the food is great as always but they need to fix this.	jQsNFOzDpxPmOurSWCg1vQ	2	2015-09-22	1	0
0	R6vb0FtmClhfwajs_AuusQ	ai6O4UqqDqnjO7gfz6jBkA	1st visit had the lo mein...delish!  2nd visit had the teriyaki...fine if you like salt.  Ick!	jQsNFOzDpxPmOurSWCg1vQ	3	2012-10-08	0	0
0	CPuUagT2rfUJm6hRgxn3JQ	ZrvsD7PSyPolII3gp4-uHw	As a vegetarian, it can difficult to find places with good options, but I love getting a tofu bowl at Pei Wei. The first time I had it, I had to double check because it looks and has a similar texture to meat, but it's great. I love going to Pei Wei	jQsNFOzDpxPmOurSWCg1vQ	5	2015-12-28	0	0
0	OYRBjBWy1uOm12N3cokS_Q	p7OqbXTjwmIN_XYohB6TFw	Typical big business chinese place. Slightly fancy but very average food. Kinda like a fast food place.... you walk up and order then get your own drinks etc. Portions are very small. Prices are higher than average.They offer a few different vegetarian options but it all tastes pretty baddo yourself a favor and also support a local business and eat at big buddha around the corner. Its much better food	jQsNFOzDpxPmOurSWCg1vQ	2	2009-11-18	0	0
2	PKZLwAGgBtQCjJtGhyPETA	ukpjwnetF5wGhGrSXmPRwA	I love Pei Wei since it's just a bit more affordable than PF Changs.This is the first restaurant in the chain where I found patrons tipping the servers. Although I don't mind leaving a dollar when it's due I find it hard to do when they don't do very much, especially since it's more of a counter service experience.	jQsNFOzDpxPmOurSWCg1vQ	4	2012-07-29	1	2
0	9bJ6j0zrV1XSiSnzQWM5Tw	mT6U5lujK_zIcIqux92seA	Great fresh food and clean restaurant. Friendly and very accommodating staff. I'm a frequent visitor. This is a sister restaurant to PF Chang's, but without the formality or higher prices. Great place to eat if you want the same style foods as PF Chang's, but a more laid back environment without the need to dress up or spend more.	jQsNFOzDpxPmOurSWCg1vQ	4	2016-06-19	1	0
0	8nCmV4RMwf4GpaN-A_2Tfw	YxAxExTdWtdMhEb14RGFRg	This is pretty good. My wife and I usually split lettuce wraps and an entree of some sort. It's convenient to be able to order take out online. Overall, if I'm really in the mood for chinese food I'm going to make the drive a little further out to Big Buddha on Greenway and the 303, but this is a good substitute as it's about 1 minute from my house.	jQsNFOzDpxPmOurSWCg1vQ	3	2012-08-23	0	0
1	tbAQMMVlhxvXhe6KifrZ-A	ue6ts-gA9khywe76lEL1Kg	"""Food is good and consistent and the service is always great. I've never dined in, but get take-out fairly often. I love being able to just say """"same as last time"""" when I call it in. Not as good as PF Changs, but certainly better than most other Asian-ish places in Surprise. Be aware that they use shitake mushrooms is almost everything, but they are fine with custom orders if you don't want them. All in all, it's not my favorite place, but I always enjoy it every time."""	jQsNFOzDpxPmOurSWCg1vQ	4	2009-06-25	2	1
0	1s0Q1KwGpJIKvD-SRSpwjw	WsTYqsyNyUd7xpwFrgwI0g	"""The hubs and I dined at the Glendale location about two years ago. i guess we were hoping it was like PF Chang's....but unfortunately were dissapointed.We discovered the Surprise location a couple weeks ago and decided that tonight we would grab a quick bite. The hubs ordered Mongolian Beef (his fav at PF Chang's) and I ordered my """"tried and true"""" Ginger Broccoli and Chicken."""" Of course we started with the Lettuce Wraps because honestly...they are just the most delicious things ever!Tonight we were pleasantly suprised that the food was quite delicious. Although the dishes are EXACTLY like what you would get at PF Chang's they are scrumptous in their own right. The only downfall is that the noise isn't conducive to conversation.  I haven't been to an establishment this noisy since Buca de Beppo's...which I love (don't get me wrong)!  But I will say (on a positive note) that the customer service is fabulous! Something that can be hard to come by at times...As for price....$28 bucks for the two of us including an appetizer, two entrees and two drinks. (coke and iced tea...with free refills) Seems a bit pricy to me but honestly....EVERYTHING is expensive now days. Overall, try it out...they offer take out too so you can enjoy great food in the comfort of your home....without all the noise! (or they have a patio you can dine from)"""	jQsNFOzDpxPmOurSWCg1vQ	4	2008-10-06	0	0
1	-0kiduTUToVYFqN_NEqMSw	g9yv-M3kvOQFPyJHCjUrdg	Very clean and staff is always friendly. I usually order the honey seared chicken but decided to switch it up. I ordered the Thai dynamite and it had a weird, almost chemical taste. I will go back but will stick to my usual order.	jQsNFOzDpxPmOurSWCg1vQ	3	2015-03-17	2	1
0	KrQ_dWOBn2voaQLNv7hj8A	fk8OI26dAhQfot46T_SXWg	"""If I could give no stars I would. My family placed an order to be picked up and were told to be there at 7:20. We get there and I sit waiting for the food until 8! Nobody acted like it was a big deal when I told them and just said """"oh.... Well we are running behind."""" Um okay?! We get home and they forgot to put the crab puffs in my bag. Didn't bother going back and moved on to our meals. My honey glazed chicken was average, edible. My husbands sweet and sour chicken was so soggy it was disgusting! Couldn't even eat it. My daughter loves fried rice and wouldn't even eat hers, it was so greasy. We all ended up eating PB&J's and it was 100x better than anything we brought home."""	jQsNFOzDpxPmOurSWCg1vQ	1	2014-04-22	0	0
0	2L_1kyJDOkEaPDiBRohx9w	ld06EwR5YyutWxud9ude0Q	I went to Surprise Pei Wei Restuarant tonight on Bell.  This was my first visit to a Pei Wei.  I was very impressed with the atmosphere, food and staff.  The chicken teriyaki with fried rice was DELICIOUS.  The spring rolls were delicious too!  Your Pei Wei location is my new fav restaurant..	jQsNFOzDpxPmOurSWCg1vQ	5	2016-05-07	0	0
0	xlkjaJUu2fVojeaaVgQPOw	CxVx2FD73kw--RuzXL_RVA	I like Pei Wei overall and enjoy their varied menu selections.  The food is good and fresh.  Sometimes it's hard to find a place to sit though.	jQsNFOzDpxPmOurSWCg1vQ	4	2014-05-03	1	1
1	alTlRb9qMBX11pARX05Big	jJaU6pbKkYgl15P-5zfg3A	Everything was good except Thai chicken wraps. Too much cilantro, absolute overkill. I think long stems is just yucky, cut them off!! Korean beef was ok but just missed the flavor I'm used to in this dish. Service is always spot on.	jQsNFOzDpxPmOurSWCg1vQ	3	2014-05-29	0	1
0	e--whH51bx5mDaMo3aJ-hg	7M2GCeIba1uTJMJbVO7TKw	I really don't understand how anyone can eat the food from here.  Granted, I am Chinese and enjoy authentic food, however I like good Chinese American food.  For someone who usually doesn't leave food on her plate unless it is really bad, I could not finish my meal because it was tasteless and below average.	jQsNFOzDpxPmOurSWCg1vQ	1	2009-12-10	1	0
0	Ns0hZ0xDOuVRMpHk0Q-5Yw	pxs5biP-IzmjXZpoh-iVHg	Went in for lunch with a coworker today. The small portions are overpriced and really aren't small-half would've been more than enough. We were served quickly and the staff was friendly! The restaurant was clean and tables were bussed quickly. I was disappointed with my Mongolian chicken. It tasted more like Teriyaki and was swimming in sauce. I had at least a 1/3 cup of sauce left on my plate after eating my food.All in all, PeiWei's food will be why I don't return anytime soon even though their staff was excellent and so was the atmosphere.	jQsNFOzDpxPmOurSWCg1vQ	2	2014-10-01	0	0
0	SM20gx7YH0GtI5JOXhfXdg	DW0B2tlav4Z7T1DTzAL7kQ	The food is great and customer service is the best! The Dan Dan noodles are dynamite but they come standard pretty spicy...  I placed a pick up order by phone and asked for them to be mild, but they ended up being  spicy!  When I got home and tried to eat them they were too spicy.  I called in and spoke to the manager and he took care of it completely and replaced the order for me at no charge!	jQsNFOzDpxPmOurSWCg1vQ	5	2015-07-13	1	0
0	R-kL1bocHgP4GW7Mgd-ZXA	nI2rhDM2CgNazMdhiODoRQ	OH MY GOD, this place. I used to like Pei Wei until I moved to Surprise and this location ruined it for me. They consistently screw up on orders, have huge wait times, and run out of key ingredients on an alarmingly regular basis. We just spent an hour waiting for a take out order (kung pao veggies and vegetable fried rice), which was twice the time they quoted us, only to be told they were out of WHITE RICE (how does a chinese restaurant fail to foresee the possibility that they might serve a lot of white rice on a Saturday night?!). I may have chosen to stick around the extra 15 minutes if they hadn't already had to re-make half my order after making it incorrectly the first time. When I change up an order even slightly to accommodate for allergies/dietary needs, they have to re-make it at least 75% of the time.If the food was consistently delicious, I'd rate it higher, but honestly, it's only okay.	jQsNFOzDpxPmOurSWCg1vQ	2	2016-02-14	0	0
5	6jz_Yr6_AP2WWLbj9gGDpA	sb7iYaCc6ggpShtElkcwiw	My wife wanted to try this place for awhile now.  One of her brothers friends used to be a manager of one in Colorado too.  Tonight we decided to try it out.I placed my order online.  Easy process.  My wife went with an order of Chicken Lo Mein and I went with Sesame Chicken/Steak with fried rice as well as an egg roll and 2 pot stickers.  Total for everything was $24.80 after tax.  I drove down and picked up my food.  The manager their was friendly, rang me up real quick and I was out the door in no time. This bag was heavy as hell too!   Here is how everything tasted.....................Chicken Lo Mein-  Only had a little of this.  Good noodles, good white meat chicken.  My wife liked it.Sesame Chicken/Steak-  I decided to try out 2 kinds of meat.  They let you mix and match which is cool...they charge you for the highest priced item.  I substituted fried rice for white rice (.99 cents extra).  This was touted as soy citrus glaze, red bell peppers, onions, scallions, ginger, garlic and chile paste and sesame seeds.  It was just alright.  The flavors didn't really do much for me.  It was a tad spicy from the chile paste but overall it was kind of bland.  I had some pieces of steak/chicken that were a bit funky too.  I would definitely try out a different dish next time here...if there is a next time ;-).  The fried rice was good!Egg Roll- Eh.  It was an egg roll.  Nothing fantastic about it but it tasted fine.  It came with a sweet mustard dipping sauce which was pretty tasty.  Usual fillings of pork, veggies etc.Deep Fried Pot Stickers-  I got 2 of these things.  They were good.  Small but good.  Straight pork filling in the middle of them.  Overall it was just alright.  I will say that they give you a GRIP of food.  The 2 entrees we got could have easily fed 1-2 more people.  For $24.80 it was a great value.  The food just wasn't the type of thing that  you would ever crave and keep you coming back though.  While I was eating my meal, all I could think of were better Chinese food places I have had before....wishing I was eating them instead.  It filled my belly, service was friendly and the value is definitely there.  I'll probably give them another try and order some other dishes to see if there is something I really like.  We shall see............	jQsNFOzDpxPmOurSWCg1vQ	3	2015-02-12	7	6
0	UXZDRVdx8eJqdqb13Bcfcg	j51qEbi4hMm6WHGlkt57xg	Haven't eaten at this location in particular, but in general the prices are high for what you get.  It's nothing special and any other Chinese place in the city can probably beat it in the price/quality area.	jQsNFOzDpxPmOurSWCg1vQ	2	2009-01-24	1	0
0	EKTCccgwn9MAIDNSsDwuIg	fKCizCcgm5lrdh0fxnOplg	Always on point. I get the Carmel chicken.. The crab wontons are a guilt must have. And I love there  tea too. Ate her for two years and always pleased. Thx!	jQsNFOzDpxPmOurSWCg1vQ	4	2014-08-28	1	0
0	rHP3q9Ok1qu9_tJmIy4i9w	TGG8n3Cb3klpPdamJ88owA	I love Pei Wei. The food is delicious. The atmosphere is chill. The restaurant was clean and staff friendly.	jQsNFOzDpxPmOurSWCg1vQ	5	2015-11-01	0	0
0	bwElUOvj3cIjMp2qp4vjeQ	hQCBUqXmVB2QuQ2MVv3Apg	Came here with my friend today cause we were starving and decide to go whichever next place we saw. And we were very surprised at how pretty the inside of the restaurant looked. The decor was amazing. I ordered the Japanese teryaki bowl vegetarian style and it was amazing. I loved the tofu and the brown rice and the veggies. My friend ordered the lo mein and she loved it. We didn't finish due to the fact that the portions are huge. (we didn't know it was a like share the bowl type of place, and when we figured it out we didn't do it because hers had meat). But overall this place was amazing. The employees are very very nice! And this place is vivid and just amazing. WAY better than panda express. I will definately come here again, and recomend it to everyone!!!	jQsNFOzDpxPmOurSWCg1vQ	5	2010-01-10	0	0
0	C38sl6tI_DVrpL5sg4Kmfw	P8h9lk3qwwzaYgM4ueCeqA	Very consistent food. Definitely a second best to P.F. Chang's.	jQsNFOzDpxPmOurSWCg1vQ	5	2010-07-04	1	0
1	cs6biPoaG9SmtVB44hU9Sw	LP1OdCHa7DMVpbLhB4dgMg	Service is fast and on time. Love the online ordering-very convenient!  Food is always hot and delicious. However...NO FORKS FOR TAKE OUT?  That is poor management. Either you didn't order in time or there was a problem with the order...either way, hustle your booty to Walmart and buy a couple boxes: Unacceptable!	jQsNFOzDpxPmOurSWCg1vQ	3	2015-10-29	2	0
0	1fMDrDfB3IHPCka9SeSHsA	_laP3dAOE--w6JMCG4HFjg	The food was fantastic! I highly recommend  the lettuce wraps.	jQsNFOzDpxPmOurSWCg1vQ	4	2013-06-21	0	0
1	zLt0Qu_98ZGObYBTcG7jRQ	RMuW5m75o_5RgL2mTMfg2g	Then we went to dinner at Pei Wei. Not bad for an Asian fusion place. Filled with senior citizens, but that's not all that surprising. I had the Mango Thai Shrimp, apparently, which was good. Right amount of spice in the dish. Not too heavy, either. Steve and Chris had their own plates as well, both of which looked appetizing. Not crazy about the moderate wait nor the fact that strangers came up to the table with unnecessary parenting advice for Steve and Chris.	jQsNFOzDpxPmOurSWCg1vQ	4	2010-07-02	2	1
0	33h6CGtB9MSYHi0-kbXMhw	9-mx4vAByTMxJDrLfNZZbA	We use them to cater family get-togethers. Love the vegetarian dishes, especially the baked tofu- yum!  The Mongolian beef is a favorite with family.  When we dine in we always get the lettuce wrap.	jQsNFOzDpxPmOurSWCg1vQ	4	2012-09-11	0	0
0	mCE5jUDzP-ihU_6cwQsiiw	FxAxYxj5SbiOtcK36bJxCA	We went as a family of 6 and was treated very poorly by the manager at the  place. The food was greasy (I guess most Americans would love it since they don't see the difference) The manager had the audacity to compare this restaurant with PF Chang which is equally greasy and bad. I wouldn't recommend this place to any health conscious people. To top it all its expensive. Go to taco bell or China Panda and save your frustration and your appetite. Just being fancy is not the attraction motto for me. Maybe they will train their managers to change the attire of the restaurant. I wont waste my time here.	jQsNFOzDpxPmOurSWCg1vQ	1	2011-02-27	0	0
0	gRhtEXoxVpaccgvr3OkC0A	0sRld5Hk0O6JUGKpPlWgPQ	I love their food. I have gone there multiple times and still think it's great. I especially love their soda machine.  The Mongolian Beef dish is my absolute favorite.	jQsNFOzDpxPmOurSWCg1vQ	5	2016-05-31	0	0
1	ljGTQD_-yC4iXievtgCsbA	g9IdtJr5oVv4Df0nY_IPng	We are winter residents and always look forward to eating here when we return.  Sorry to say we were quite disappointed with our Pad Thai orders today, so much sauce that it resembled a thick soup.  The egg ingredient seemed to be overlooked and was in big slices rather than smaller curds,  when I asked a server about the sauce he replied that it wasn't really sauce but that the rice noodles were too wet.  Either way, it was not a pleasant dish today.	jQsNFOzDpxPmOurSWCg1vQ	2	2015-01-21	2	1
0	faaOI6hU64h6SSaF0f11eg	i_g131Z2mXHBSSm5erJZbw	Very tasty Chinese food!  The prices are reasonable and serving sizes are generous.  I really enjoyed the Mongolian Beef!Dont forget to grab a fortune cookie from the bowl on your way out!	jQsNFOzDpxPmOurSWCg1vQ	3	2009-10-06	1	0
0	d6om2E23bPoZFWzLss-rrA	pta_2pIbHJhx_XM1-rIHzw	All around great flavor and portions. Perfect for take-out always consistent the fam eats here about three times a month never had a bad meal.	jQsNFOzDpxPmOurSWCg1vQ	5	2010-10-04	0	0
0	O2U5kLpXDY-xjDppJ7d_Nw	Ty2JjQqEZrmbSO7eFwlyiA	The vegetarian options are pretty good, especially if you like tofu. The restaurant was out of napkins the last time I was there and the staff was friendly. I would recommend the take-out option versus dining in though.	jQsNFOzDpxPmOurSWCg1vQ	4	2008-12-02	0	0
0	5zkRD7dv8GqysVCvwPr-Ew	hZsxP7BZi8seJQRKw6hxEQ	Pretty good food a chain. You do get a lot of food for the price. However, every time I have ordered online there has been a mistake. Sometimes they tell me they never even received my order when I received the confirmation email. Also, if you in during a busy time and have a teenage girl as a cashier, you're chances of having a pleasant experience with her are slim to none. This has happened to me multiple times with multiple different cashiers. I have spoken to the manager and he is always very apologetic, but I guess you just can't get stressed teenage girls to be nice to customers. I will continue to go here as the food is good for the price and they are relatively quick with preparation. Nice options if you're veggies as well.	jQsNFOzDpxPmOurSWCg1vQ	4	2016-02-13	0	0
1	Ov-0pRQxz5fTTElFE-WtTQ	1GVnTlLTCeR6Ew8z2D1EFw	What can I say, I'm a sucker for Pei Wei.  When we lived in California, I heard the place was shut down.  Glad to move back and see it open.  Take out rocks, call ahead.  They remember your phone number and name, so when you call they already know you.  They also save your last order to ask if you want the same, or to add anything to it... Nice touch.  I think I eat there too much! The only thing I don't like, and I think I'm the only one who doesn't like it, is the soda machine.  Only because I always get a soda after someone has pumped out some nasty combination of orange soda and root beer, then I can taste it in my coke.  Wish they had some filter system.  Otherwise, I could eat here daily.  Find me here at least once a week! :)	jQsNFOzDpxPmOurSWCg1vQ	5	2012-07-08	2	1
0	QZmG0pJlPQUq0PudwDKI5g	lHZziOQQYBGuyx11nCGSnA	"""Took the family there last week.  Ordered fried wontons, sweet and sour beef, Mongolian beef, honey crusted chicken and pad Thai noodles.  The Mongolian beef was delicious, however the white rice was undercooked, some of the rice was hard still and crunchy.Honey crusted chicken also quite good, same story with the rice.  Same thing with the sweet and sour beef.Ordered the Pad Thai without peanuts... Son is allergic to peanuts so we made it very clear we didn't want anything with nuts.  They deliver the pad Thai with peanuts all over the top.  Sent it back and they fixed it.They brought us spring rolls which we did not order.  We said they were not ours we ordered wontons.  They bring us the wontons a few minutes later.  The wontons are less expensive than the spring rolls, we point that our to the guy at the register and with a bit of smart-alecky-ness says that he """"let us keep the spring rolls"""" and """"didn't charge is for all of our drinks"""" as if he did us a favor.Overall the food was decent, the rice was terrible and the attitude of the cashier was not what I expected with a $65 food order!!I wouldn't go back for that price and food quality but perhaps we caught them on a bad day.."""	jQsNFOzDpxPmOurSWCg1vQ	2	2013-05-23	0	0
0	iSWxqsVgkzn_I3t5pAw66w	hUnVNj83RehIogPzxKkR9w	I love the food and the containers it comes in. We eat there sometimes and also carry out. My favorite is ginger beef broccoli! Thank you for the emails especially. I really appreciate it	jQsNFOzDpxPmOurSWCg1vQ	5	2017-04-07	0	0
0	DAIpUGIsY71noX0wNuc27w	wmoivnocytzFnsJaB-5RIA	"""Pei Wei has become a favorite """"take out"""" spot for both myself and my girl friend.  We drive a little further than the local Taco Bell - KFC combination fast food stop, but to eat healthier it is certainly worth our time. Yesterday, after our Silver Crafting Class, we drove the 2.4 miles and not only enjoyed a relaxing healthy lunch, but then purchased """"take home"""" orders so we would have our evening meal in the refrigerator waiting.  (I brought my husband home an order of his favorite Kung Po Chicken with brown rice.)  If you haven't give Pei Wei a try, stop in some time. I believe you'll enjoy it -- that is, IF, you enjoy Asian dishes."""	jQsNFOzDpxPmOurSWCg1vQ	5	2016-03-17	0	0
0	t9lwePmlZ7Sl_wiw9SFSrQ	ZUKo5tY7ZXqzF8-Uu0R8Rw	It's just above average.  Portions are decent and cost was ok.  Got in and out fast by phoning our order in.  Good was ok, it didn't floor me but it didn't make me not want to there again.	jQsNFOzDpxPmOurSWCg1vQ	4	2015-08-08	0	0
4	p_azadim_uWFOXAhhKB3ag	l8cGGc6AaHCj8XomkYRzAw	In Surprise this is probably the best Chinese offering which isnt saying a whole lot. I really wish there was an awesome offering out there in terms of Chinese food.. Mexican food, oh yeah, some very good places mostly but Asian, youre better off staying at home and cooking. We ordered the Asian Chicken Salad, chicken was old and had that old gross fridge taste.. Dan Dan Noodle, the noodles were over cooked and stuck together as one large soggy noodle.. Curry with Tofu, the curry had a weird perfume taste.. the honey chicken was pretty good as well as the hot and sour soup though neither made for good leftovers. With Surprise having so many chains it wasnt surprising to see one of these finally opening up.. a far better choice than Panda Express.. kind of sad, huh?	jQsNFOzDpxPmOurSWCg1vQ	2	2008-11-27	8	6
1	GG9tAoEC9sMa_DokSkkImA	kAA5n5ie00OFi0w0K53WSA	"""Pei Wei is the fast food version of PF Changs. There's a long and interesting story surrounding Pei Wei and that of PF Changs. Let me just say that, a man named Paul Fleming (PF) and (Flemings) is responsible for many of the restaurants that you and I frequent. His ex wife and him went through a bitter divorce her nickname is (Flow) and she operates """"Flows,"""" Chinese restaurants. Flow is Chinese and married another Caucasian man 20-25 years younger than her, who speaks fluent Chinese. Anyways, Peiwei's in my opinion is overpriced for the small amount of you receive for the consideration you give. In other words, there's no value for your consideration. Yes, I do enjoy the PeiWei Spicy chicken, extra spicy with water chestnuts, but at $12.53 for the water chestnuts and extra chicken, it's just not worth it. The rice is almost always dry and is cooked incorrectly in massive amounts, as well as being a long grain, not short grain rice. NOT WORTH THE MONEY!!!"""	jQsNFOzDpxPmOurSWCg1vQ	3	2017-06-10	5	3
